,ID,Address,Type,Price,Bedrooms,Bathrooms,Parking Space,Land Size,Building Size,Features,Description,Agents,Office,URL,Image
48,435999740,"1/35-37 Fennell Street, Parramatta, NSW 2150",House,400.0,2,1,1,383.18,78.0,Garage spaces  ,"Nestled in the heart of Parramatta sits this fresh and bright, 2 bedroom unit.

Offering a functional floor plan and positioned in the perfect location, this home is perfect for any single, couple or small family and like and will not last long!

Featuring:

â€¢ 2 carpeted bedrooms with venetian blinds
â€¢ Main with built in robe and private balcony
â€¢ Open plan living and dining opening onto a private balcony
â€¢ Kitchen with ample cupboard space
â€¢ Bathroom with bathtub
â€¢ Split system air conditioning
â€¢ Internal private laundry
â€¢ Undercover parking

Location Via Google Maps:
- 230m to the closest bus stop on Grose Street
- 750m to Parramatta North Public School
- 1.8km to Parramatta Westfield
- 3.9km to Westmead Hospital","Ray White Macarthur Group Leasing Team
02462987...","Ray White - Macarthur Group
305 Camden Valley Way, NARELLAN, NSW 2567",https://www.realestate.com.au/property-house-nsw-parramatta-435999740,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/0c8a5d53defacabc64f02c0c7eaf90085af3085df6d5a8712880889c52d85032/image.jpg"
49,436215852,"2008/12 Phillip Street, Parramatta, NSW 2150",House,595.0,1,1,1,383.18,78.0,Garage spaces  ,"CENTRAL CBD LIFESTYLE LIVING
Situated on the 20th Floor we have this partly furnished one bedroom apartment which is located in one of the finest buildings in Parramatta - The Lennox.
Features of this property as well as the famous building include:
â€¢ Floating timber floors, ducted air conditioning, downlights throughout
â€¢ Security intercom & communication to reception for 24 hour concierge service
â€¢ Sleek designer kitchen includes fridge, microwave, dishwasher & gas cooking
â€¢ Panoramic views from balcony and living area
â€¢ Modern bathroom with stylish finishes
â€¢ Spacious bedroom with built in wardrobe and spectacular view
â€¢ Internal laundry with washing machine & dryer
â€¢ Ample storage throughout the unit
â€¢ New aged stack car park
â€¢ Full induction when you move into the property will be provided to you by the agent as well as a representative from the building

Location

Shopping
Coles Entrada: 600m (approx.)
Parramatta Westfield: 650m (approx.)

Transport
Parramatta Train Station: 750m (approx.)

Recreational
Located direclty above Church Street's Restaurants & Cafe's
Parramatta River Walk: 300m (approx.)
Parramatta Park: 600m (approx.)

Education
Our Lady of Mercy College, Parramatta 600m (approx.)
Arthur Phillip High School: 900m (approx.)","Lauran Harvey
(02) 963...
Lana Cheglyakova
(02) 963...","Richardson & Wrench - Parramatta
370 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-house-nsw-parramatta-436215852,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/fc37f14c3cb5014a7eb6878f2da77706caeb19482bf09500d5b9deffb9c2d063/image.jpg"
50,436215220,"9/11-13 Stewart Street, Parramatta, NSW 2150",Apartment,450.0,2,1,1,383.18,78.0,Built-in wardrobes Garage spaces  Intercom ,"This well presented two bedroom unit enjoys a sunny dual aspect on the quiet top floor. The open plan living and dining room extends onto the North facing balcony while the stylish modern kitchen enjoys the convenience of the adjoining laundry/pantry. Both bedrooms are larger then standard with built-in robes. The modern bathroom has a separate shower and bathtub. Located in a small leafy block, you will find yourself moments for Parramattas CBD, riverside, parks and transportation.

Featuring:
â€¢ North facing open plan living and dining
â€¢ Modern Kitchen
â€¢ Neat bathroom with separate shower and bath tub
â€¢ Two bedrooms with built-in wardrobes
â€¢ Lounge leading to balcony with suburban views
â€¢ Single lock up garage
â€¢ Internal laundry","Nick Soldatos
04056704...","Stone Real Estate - Parramatta
395 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-apartment-nsw-parramatta-436215220,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/af95abe474cdb89d5ef86c397fc954c6c86220dbe3d2cf62b738d99fde9082a4/image.jpg"
51,435992084,"1018/45 Macquarie Street, Parramatta, NSW 2150",Apartment,580.0,1,1,1,383.18,78.0,Garage spaces  Study ,"PLEASE REGISTER YOUR INTEREST USING THE BOOK INSPECTION LINK TO ENSURE YOU DO NOT MISS OUT ON THE UPDATES FOR THIS PROPERTY. THOSE NOT REGISTERED MAY MISS OUT ON A VIEWING OPPORTUNITY. THANK YOU

Enjoying a stylish executive lifestyle and showcasing luxurious living at its finest, this striking architecturally designed 1 bedroom plus study apartment resides on the 10th floor of Parramatta's most convenient address, the iconic landmark building 'V by Crown'.

Superbly positioned in the heart of Parramatta CBD with all major amenities at the doorstep, including Westfield Shoppingtown, railway station, famous Church St eateries, Parramatta River & Park, Light Rail (under construction), CommBank Stadium and nearby one of the largest urban renewal projects in Australia - Parramatta Square, a World-Class Civic Centre. It features:

- Approx 64m2 of living space, plus a 15m2 car space & 1m2 of basement storage space
- Open plan living/dining room with floor-to-ceiling windows to maximise natural light
- Both bedroom & living area opens to enclosed balcony
- Designer chef's kitchen with stone benchtops, gas cooking & stainless steel appliances
- Stunning bathroom with floor-to-ceiling tiles & recessed vanity with mirrored cabinets
- Large bedroom with built-in robe
- Generous enclosed study with sliding door
- Well equipped European-style internal laundry
- Ducted air conditioning, security video intercom & LED down lighting
- Security building with secure car space, storage & entry foyer with concierge
- Resort facilities with lap pool, sauna, fully equipped gymnasium & game room
- Other facilities include library, conference & music rooms, gardens & theatrette
- Parking for Open Home inspections at council carpark in Hunter St (Justice Precinct) only a block away, or limited street parking (metered) on Hunter St & Macquarie St


""Ray White Parramatta Group - Parramatta|Oatlands|Northmead|Greystanes, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""","Ali Awick
04244922...
Ray White Parramatta
02 9891 ...","Ray White - Parramatta|Oatlands|Northmead|Greystanes
Ground Floor, 31-39 Macquarie Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-apartment-nsw-parramatta-435992084,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ac8a2542a1393bc954de09777b729cb512c0fb4f91942e0cf78c0a94d4c6b99d/image.jpg"
52,435990408,"1006/2H Morton Street, Parramatta, NSW 2150",Apartment,800.0,3,2,2,383.18,78.0,Air conditioning Alarm system Balcony Broadband Built-in wardrobes Carport spaces 2 Dishwasher Ensuites  Intercom Pay TV access Secure parking Study Toilets 2 ,"DEPOSIT TAKEN

Perched on level 10, come and visit this luxury three bedrooms modern apartment with large balcony witnessing the city view in the prime location. Just alongside the Parramatta River, with easy access to the main road and multiple buses routes to Sydney CBD and Parramatta CBD. This apartment offers comfortable living and is perfect for young family.

It feature:

+ Large open plan living/dining area,
+ Seperate study area;
+ Stainless steel kitchen appliances;
+ Built in wardrobes in every bedroom, ensuite to the main;
+ Internal laundry with dryer;
+ Air conditioning;
+ Lift access direct to the residence from carpark;
+ Security intercom;
+ Close to Western Sydney Campus, Parramatta CBD, close to transport;

Contact agent JOE 0409 539 918 for more information and inspection.","Shunzhou (Joe) Wang
04095399...
DU YANG
04257877...","SY REALTY - Sydney
Shop 1/ 9 Atchison St, ST LEONARDS, NSW 2065",https://www.realestate.com.au/property-apartment-nsw-parramatta-435990408,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/010d3ff5b7632c57c91f9b2d7e02dea8a62bce1dd844ef91adf90cfab61656b2/image.jpg"
53,434671039,"2037/180 George St, Parramatta, NSW 2150",Unit,800.0,2,2,1,383.18,78.0,Air conditioning Balcony Broadband Built-in wardrobes Garage spaces  Intercom Toilets 2 ,"Brand New Luxury Waterfront Apartments | Cloud-Scraping 67 Level Glass Tower | Breathtaking River & City Skyline Views | Ground Level Retail with Riverfront CafÃ©s & Supermarkets | Indoor Aquatic Centre with Heated Pool, Spa & Sauna | Fully Equipped Gymnasium | 1200sqm podium gardens | Outdoor Resort-Style Pool & BBQ Area
Soaring to unprecedented heights, 180 George will set a new standard of riverfront living in Parramatta. The cloud-scraping 67 level glass tower is the tallest riverfront building ever to grace Parramattaâ€™s skies offering panoramic views from almost every apartment. 522 landmark tower homes looking out over Parramatta River to the Sydney CBD skyline and beyond. It stands tall as a soaring symbol of a capital city that is reinventing itself as the ultimate lifestyle address at the epicentre of Western Sydney.

Apartment Features:
â€¢ Spacious 2 bedroom apartments with built-in wardrobes and internal areas up to 63sqm
â€¢ Large semi-enclosed balconies or entertainer terraces with uninterrupted views
â€¢ Floor-to-ceiling glass in all rooms
â€¢ Large 600x600mm tiles throughout all living areas
â€¢ Internal laundry with dryer included
â€¢ Integrated split system air conditioning & LED downlights throughout
â€¢ Security network, video intercom & CCTV cameras
â€¢ Provisions for broadband internet and pay TV
â€¢ Secure resident and visitor undercover car parking with direct lift access to each level
â€¢ Bicycle parking available to all residents

Gourmet kitchens & Contemporary Bathrooms:
â€¢ Premium BOSCH stainless steel appliances including oven, gas cooktop, ducted rangehood, microwave and fully integrated dishwasher
â€¢ Dual coloured soft-closing, polyurethane full height cabinetry
â€¢ 40mm Caesarstone benchtops and splashbacks
â€¢ Frameless glass showers
â€¢ Floor-to-ceiling large format tiles with marble inspired feature wall
â€¢ Wall-mounted basin and toilet suites with concealed cistern
â€¢ Crafted mirrored cabinetry with ample storage

Facilities: (Coming soon)
â€¢ Ground level retail with restaurants, and a major
â€¢ national supermarket spanning over 1,000sqm
â€¢ Beautifully landscaped public domain connecting
â€¢ 180 George to the riverfront and Ferry Wharf
â€¢ Onsite 1126sqm, 75 place Childcare centre
â€¢ 1200sqm podium gardens with an outdoor resort-style pool and BBQ area
â€¢ Indoor aquatic centre with heated pool, spa and sauna
â€¢ Fully equipped gymnasium
â€¢ 6 state-of-the-art, high-speed smart lifts traveling at 7m per second
â€¢ Dedicated onsite Building Manager

Location & Lifestyle:
â€¢ Riverside Deli Bar cafÃ© & Port Bar restaurant 160m
â€¢ â€œEat Streetâ€ Church Street 500m
â€¢ Meriton Dining Precinct which includes Bay Vista Dessert Bar, Alex & Co, Holy Basil & Meat & Wine Co 700m
â€¢ Westfield Parramatta 850m
â€¢ Parramatta free shuttle bus stop 77m
â€¢ Parramatta rivercat with express service to circular quay on your doorstep
â€¢ Future Light Rail Stop & Metro West Station 500m
â€¢ Parramatta Train Station 650m
â€¢ University of Western Sydney international-student campus 300m
â€¢ Parramatta River walk At the door step
â€¢ River Foreshore reserve 500m
â€¢ Future Arts Precinct with Powerhouse museum 700m
â€¢ Commbank Stadium 1.6km
â€¢ Parramatta Park 1.2km
â€¢ Rosehill Gardens Racecourse 2.6km
â€¢ Parramatta Business Centre 1min walk

CONTACT BUILDING MANAGEMENT ON 0459 071 901 TO ARRANGE YOUR PRIVATE INSPECTION TODAY!

Building Management Office located at 180 George Street, Parramatta

Mon-Fri: 9am - 5pm
Sat: 9am - 12.30pm

* Photos are indicative of features and finishes only
* Internet connection/usage is payable by the tenant","180 George Leasing
04590719...","Meriton Property Management - SYDNEY
Level 11, 528 Kent Street, SYDNEY, NSW 2000",https://www.realestate.com.au/property-unit-nsw-parramatta-434671039,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6227f3737fd4f272820479e742e1c5dbb1b1bd7530f76b9894e03c3c57e29b3e/image.jpg"
54,431209146,"507A/8 Cowper St., Parramatta, NSW 2150",Apartment,800.0,3,2,1,383.18,78.0,Air conditioning Alarm system Balcony Broadband Built-in wardrobes Carport spaces  Dishwasher Ensuites  Gym Indoor spa Intercom Outdoor entertaining area Outdoor spa Reverse-cycle air con Split-system air con Study Swimming pool - in-ground Toilets 2 ,"4 min walk to Harris Park Station!

This beautifully designed and constructed apartment is ready for immediate enjoyment with spacious comfort and convenient proximity to Harris Park Station. A property you donâ€™t want to miss!

Luxury finishes and features include:
- 3 spacious bedrooms with en-suite off the main
- All bedrooms with built-in wardrobes
- Granite kitchen with breakfast bar, gas cooking and dishwasher
- Stunning panoramic views from large entertainers' balcony
- Open plan living and dining
- Centrally located and close proximity to Harris Park Station
- Resort style facilities including swimming pool, spa, sauna, gym & library.
- Secure basement carspace, security cameras, and video intercoms.

To inspect please contact agent Paul on 0414 088 852.

Disclaimer: Photos displayed in this advertisement are for advertising purpose only. Details of the apartment are to be confirmed by inspection.","Paul Kim
04140888...","Myrialands Leasing
Suite 602, 114 Castlereagh St., SYDNEY, NSW 2000",https://www.realestate.com.au/property-apartment-nsw-parramatta-431209146,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6dc24713653d3e07ac8a9be051b5c3a45c57e3de0a8d67b32f18e09618a79a4d/image.jpg"
55,436208320,"209(Lot 43/2-4 Amos Street, Parramatta, NSW 2150",Unit,650.0,2,2,1,383.18,78.0,Open car spaces  ,"This spacious sun filled two bedroom two bathroom apartment. Located in a prime position just a moment's walk to T-way bus stop, Parramatta train station, Westfield Shopping Centre, Westmead hospital and several reputable schools (Westmead Public School & Parramatta High School Catchment), with near direct access to the Great Western Highway.

Features:
- Two fantastic sized bedrooms both north facing and both with built in wardrobes, master bedroom is with Ensuite.
- Modern kitchen with breakfast bar, stainless steel appliances and gas stove
- Fully tiled contemporary bathroom with bathtub
- Open plan living and dining with split system air conditioning, flowing to a huge balcony
- Internal laundry and plenty storage
- 1 secured car spaces and storage in the basement

Location feature:
- 600m to Parramatta park
- 800m to Westfield Shopping Centre
- 1km to Westmead Public School
- 1km to Parramatta Train station
- 1.7km to Westmead Hospital

Please contact Isabella on 0437 788 868 to book a viewing or attend one of our open homes as per advertised online.

Disclaimer:
All information contained herein is gathered from sources we deem to be reliable. However, we cannot guarantee its accuracy and interested persons should rely on their own enquiries","Isabella Tan
04377888...","Uniland Real Estate | Epping - Castle Hill
15 Bridge Street, EPPING, NSW 2121",https://www.realestate.com.au/property-unit-nsw-parramatta-436208320,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8deb3baf0b38231bef16d04b201f3d250ea07fb04742776cc4ff5a434d6948f6/image.jpg"
56,436207232,"11/20 Glebe Street, Parramatta, NSW 2150",Apartment,650.0,3,2,1,383.18,78.0,Air conditioning Built-in wardrobes Carport spaces  Intercom ,"Enjoying peaceful views across neighbouring parkland, this north facing apartment provides an easycare and modern lifestyle. It boasts a generous layout and is conveniently located just a few minutes from the centre of Parramatta.
- Spacious layout with easycare tiled flooring and downlights
- Separate lounge and dining rooms both with outdoor flow
- Gas kitchen has CaesarStone benches, dishwasher, breakfast bar
- Good sized bedrooms, master with ensuite and walk-in robe
- Top floor position with a covered balcony ideal for entertaining
- Modern bathrooms, main with combined shower and bath tub
- High ceilings, security intercom and large internal laundry
- Secure basement car space has internal access to building
- Walk to train station, schools, Westfield and restaurants","Aimee Monksfield
04378935...","McGrath - Parramatta
366-368 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-apartment-nsw-parramatta-436207232,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/995258f1737093ef31bb9fc0392e020fc1dda0686ca7b5190b100c155818b390/image.jpg"
57,436206508,"J612/2 Morton Street, Parramatta, NSW 2150",Apartment,610.0,2,2,1,383.18,78.0,Air conditioning Alarm system Built-in wardrobes Ensuites  Garage spaces  Intercom ,"Available 6th March


Modern two bedroom apartment with separate study area. Every room opens on to the spacious courtyard enjoying a private and pleasant outlook. Open plan layout ideal for entertaining and kitchen with island bench.

Located on the Parramatta riverfront at 2 Morton Street, Promenade has been designed to capture all that's best about river life: the panoramic river and city views, abundant light, green landscapes and the sound of flowing water. Close to the heart of a bustling city yet feeling like a luxury retreat, residents will feel serene perched high above the tranquil turns of the river. Located within easy access to bus, train, ferry, the M4 and 4 minutes walk to the new light rail station.

Easy walking distance to bus stops, public schools and University of Western Sydney as well only few minutes drive to Parramatta Station, Westfield Shopping Centre and Westmead Hospital.


Features Include:

- Large open plan living area with tiled flooring ideal for entertainment
- Spacious bedroom with built-in wardrobes
- Modern bathroom design with shower and bathtub
- Courtyard with direct access to Podium for convenience
- Modern gas kitchen with island bench and appliances including oven and dishwasher
- Air Conditioning
- Internal laundry with dryer
- Secure basement carspace + storage cage
- Very large balcony courtyard perfect for leisure with direct access to the BBQ and grass area on the podium that overlooks the river


Lease periods are 6-12 months.
Pets are generally allowed, but at landlord's discretion.

To register your interest, submit an enquiry and keep updated about the next available inspection, please click on:

â€“ Get in touch or enquire on realestate.com
â€“ Email agent or send enquiry on Domain

You will then be responded to & notified of the next available inspection via email.

For more information on how to apply, please follow the link: https://villageproperty.com.au/rent/tenancy-application/","Alan Wang
04253258...","Village Property Estate Agents - Sydney
Level 7, 70 Pitt Street, SYDNEY, NSW 2000",https://www.realestate.com.au/property-apartment-nsw-parramatta-436206508,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c807df5d51cc63583bcdc99f555bc1c11a6b46d33a7ebebd908a45cebdf6bdc3/image.jpg"
58,436206256,"15/62 Great Western Highway, Parramatta, NSW 2150",Apartment,580.0,2,1,1,383.18,78.0,Air conditioning Garage spaces  ,"Renovated Two Bedrooms + Study Unit with a lock up garage in central Parramatta location.
Only a stone throws away from Westfield Parramatta and less than 10 minutes' walk to Paramatta Train Station. Location cannot get better than this.
Features include.
- Two spacious bedrooms, both with built in wardrobes and separate balcony to Main.
- Huge kitchen with ample amount of natural light and cupboard spaces.
- Giant Living room with dining area, split system A/C and balcony.
- Tiled and Timber flooring throughout the unit.
- Renovated bathroom and laundry combined.
- Study room with wardrobe and extra storage room.
- Lock up garage.","Ruchita Makwana
04136861...
Leasing Team
02 9191 ...","Century 21 Advantage - Wentworthville
30 Station St, WENTWORTHVILLE, NSW 2145",https://www.realestate.com.au/property-apartment-nsw-parramatta-436206256,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d3d3ead6aaaf3a3af4e6cfd3f9ac8933824d9cd638cff507d87e6b0204c272c1/image.jpg"
59,436205336,"601/88 Church Street, Parramatta, NSW 2150",Apartment,580.0,2,2,1,383.18,78.0,Air conditioning Balcony Built-in wardrobes Carport spaces  Dishwasher Ensuites  Intercom Living areas  ,"Come & check on this luxury building located right in the heart of Parramatta. West Village Parramatta offers modern luxury living and style with one of the most convenient locations in western Sydney area. Stunning glass balcony and chic interiors combine to create a truly spectacular space.

Featuring:
- Two good sized bedroom with built in robes
- Bright & spacious open plan living and dining
- Modern kitchen with quality Miele appliances including gas cooktop
- Secured building and parking with lift and intercom
- Building facilities incl. rooftop garden, BBQ, music room & virtual game room
- Only 3 mins walk from Westfield + Parramatta station

CONTACT AGENT FOR INSPECTION
Dennis 0420 477 777

APPLY ONLINE VIA
t-app.com.au/sevenre

Disclaimer:
Whilst all details have been carefully prepared and are believed to be correct, potential clients should undertake their own investigation. No liability for negligence or otherwise is assumed by Seven Real Estate for the information contained within.","Dennis Yinyi WANG
04204777...","Seven Real Estate - Parramatta
Shop 4, 88 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-apartment-nsw-parramatta-436205336,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f01940f30c67e57ff3826625112c200b797ca997d9f7538a6acce65da775cc31/image.jpg"
60,436201824,"3/72 Marsden Street, Parramatta, NSW 2150",Villa,580.0,3,2,1,383.18,78.0,Balcony Built-in wardrobes Courtyard Floorboards Fully fenced Garage spaces  Outdoor entertaining area Secure parking ,"This north-facing villa-style ground-floor apartment is situated within a small boutique block. Positioned within a short stroll to cosmopolitan Parramatta CBD, railway station, Westfield Shopping Centre, bus interchange hub, reputable schools, vibrant cafes, trendy restaurants, T-Way bus stop, sports ground and Ollie Webb Reserve nearby.

It features:
- Timber floorboards to all 3 bedrooms
- Spacious living area plus a security lock up garage
- Open plan lounge & dining opening onto North-facing courtyard & Southerly terrace
- Kitchen with granite benchtops, gas cooking & stainless steel appliances
- Two modern bathrooms
- Northerly aspects & built-in wardrobes to all bedrooms
- Internal laundry with storage space
- Security door to basement lock-up garage with internal access & visitor's parking

Contact Winnie Wong on 0404 524 747 for more information.

Disclaimer: The information presented has been furnished from sources we deem to be reliable. We have not verified whether or not the information is accurate and do not accept any responsibility to any person and do no more than pass it on. All interested parties should rely on their own enquiries in order to determine the accuracy of this information.","Winnie Wong
04045247...","Element Realty - Carlingford
Shop 1/835-839 Pennant Hills Road, CARLINGFORD, NSW 2118",https://www.realestate.com.au/property-villa-nsw-parramatta-436201824,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/1adeb8b8851bfd1ff167f3536e858a7b6be0bc27046df14878b8367a1e65266c/image.jpg"
61,436197544,"5/20 Victoria Road, Parramatta, NSW 2150",Apartment,580.0,2,2,1,383.18,78.0,Air conditioning Balcony Dishwasher Energy efficiency rating Low (0) Garage spaces  Secure parking ,"This beautifully presented 2nd floor apartment is located in a prestige complex that includes a superior Coles supermarket on the ground floor.

- Two spacious bedrooms with built-in wardrobes quietly facing garden. A separate private balcony in bedroom.
- Large open plan lounge and dining area
- Stylish gas kitchen includes wide Caesar stone benchtops and luxury inclusions
- Two split system air conditioners
- Internal laundry with clothes dryer
- Undercover security car space
- The latest state of the art 25mt roof-top swimming pool, sauna and gymnasium
- Stroll to the Parramatta CBD and walking distance to all amenities

Property Code: 1445","Jason Wu
04932433...
Yim (Kelvin) Kam
04498638...","Capri Property Management - Ashfield
Suite 58, 1 Brown Street, ASHFIELD, NSW 2131",https://www.realestate.com.au/property-apartment-nsw-parramatta-436197544,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/193ca9fd8462fbad08659b539b7a5360db0f0021a2047b476bb79bc2be0f67fc/image.jpg"
62,436196820,"39 Marsden Street, Parramatta, NSW 2150",House,1000.0,4,1,2,383.18,78.0,Garage spaces 2 Toilets  ,"Situated in the prime position of Parramatta with only walking distance to all you need, we have this beautiful cottage that has been renovated and semi furnished.
Features of this property include:

â€¢ Floorboards, Ducted air conditioning & high ceilings throughout
â€¢ Spacious living area with bi-fold French doors which leads out onto the deck prefect for entertaining with a view of the manicured yard
â€¢ Main bathroom includes large bath, full granite & marble bathroom as well as separate shower
â€¢ Modern & stylish kitchen with falcon gas stove, custom made cupboards, dishwasher, Caesar stone benchtops & ducted range hood
â€¢ Laundry also includes granite floors, stone benchtops & custom made cupboards
â€¢ Built in wardrobes to all bedrooms
â€¢ Long driveway under the carport with remote control garage door for security

Lifestyle
Westfield Parramatta Shopping Centre: 950m (approx.)
Ollie Webb Reserve, Parramatta: 500m (approx.)

Transport
Parramatta Train Station: 1.1km (approx.)
Bus Stop - Crimea St: 150m (approx.)

Education
Parramatta West Public School: 900m (approx.)
Parramatta Public School: 1.5km (approx.)

For a full list of all the furniture included with the property please contact our office on 9630 4888 or at parramatta@ranw.com.au","Lauran Harvey
(02) 963...
Lana Cheglyakova
(02) 963...","Richardson & Wrench - Parramatta
370 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-house-nsw-parramatta-436196820,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c91abca5c544afdc703b8169e16f9133898269f1643865b19717a78009690257/image.jpg"
63,436195720,"424/88 Church Street, Parramatta, NSW 2150",Apartment,600.0,1,1,1,383.18,78.0,Air conditioning Built-in wardrobes Intercom ,"This stunning apartment is in the prestigious West Village development, positioned in the heart of Parramatta. The amazing facilities include a rooftop entertaining area, communal BBQ, music room, virtual golfing suite and on-site building management. One for the entertainer, you will find yourself situated within minutes to Westfield Shopping town, Parramatta station, Parramatta River, highly sought after schools & the newly finished Parramatta square.

- Ultra-modern gas kitchen with mirrored splashback and stainless steel appliances including integrated dishwasher
- Open plan lounge and dining area, flowing to covered balcony
- Generous master suite offers floor to ceiling window, built-in wardrobe & en-suite
- 2nd bedroom/home office
- Incredibly stylish bathroom with modern finishes
- Internal laundry, ducted air-conditioning
- 3 MONTH LEASE ONLY","Jason Assaf
04165890...
Nick Soldatos
04056704...","Stone Real Estate - Parramatta
395 Church Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-apartment-nsw-parramatta-436195720,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/79e4b1d656cd890f19690e31f07abb2aa78d14ed718392dc0f116e194acecd20/image.jpg"
64,436194296,"29C/88-98 Marsden Street, Parramatta, NSW 2150",Apartment,580.0,2,2,1,383.18,78.0,Alarm system Balcony Carport spaces  Dishwasher Secure parking ,"OPEN FOR INSPECTION SAT 11st February 2023 10.30AM-11.00AM

It is located in a quiet and sunny surroundings and conveniently located within walking distance.
Located within walking distance to Parramatta Westfield, and public transport train and bus, this sunny and spacious two bedrooms apartment offers open plan living, two generous sized bedrooms, a modern kitchen, internal laundry, two modern bathrooms, and a balcony perfect for the entertainer.
Features:
A spacious balcony with alfresco entertaining flows from the lounge room.
Consists of an open plan living/dining area.
Carpeted flooring.
Master bedroom with walk in wardrobe and ensuite.
Internal laundry, and two bathrooms.
Plenty of cupboard and storage space, modern appliances including, dishwasher, gas cooktop/oven and range hood.
A single lock up garage, and plenty of visitors car space, there is plenty of ample parking on the street.

Disclaimer: The information presented has been furnished from sources we deem to be reliable. We have not verified whether or not the information is accurate and do not accept any responsibility to any person and do no more than pass it on. All interested parties should rely on their own enquiries in order to determine the accuracy of this information","Marina Weng
04685301...","PRD Roseville-Lindfield - ROSEVILLE
15 Hill Street, ROSEVILLE, NSW 2069",https://www.realestate.com.au/property-apartment-nsw-parramatta-436194296,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4626571eefbb9e121a7f1c85367a87b61af1889562a47b0a958d5148d1abbee3/image.jpg"
65,436194004,"26 marion street, Parramatta, NSW 2150",Apartment,580.0,1,1,1,383.18,78.0,Furnished ,"These tastefully presented brand new boutique apartments offers you a spacious floorplan in a convenient area.

Only 200ms away from the Harris Park Station, shops, schools, cafes, and restaurants and 700ms from Parramatta CBD.

Features include:
- Modern, open-plan layout
- Clean lines, minimalist apartment
- Balconies with district views
- Sun-drenched apartments
- Only 2 apartments per floor
- School catchment Paramatta Public School and Arthur Phillip High School","Garfield Sun
04496569...","Lux Property Group Australia - CHIPPENDALE
Shop RG20 Ground floor - Central Park Mall, CHIPPENDALE, NSW 2008",https://www.realestate.com.au/property-apartment-nsw-parramatta-436194004,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c9696ae973f49e9d68847cb0b6c2c3566c66ac792966ef0647e96878536b6c85/image.jpg"
66,436193668,"5/99 Great Western Highway, Parramatta, NSW 2150",Unit,450.0,2,1,1,383.18,78.0,Air conditioning Balcony Floorboards Garage spaces  Secure parking Toilets  ,"Perfectly positioned on the first floor of a small security resort-style block, this 2 bedroom home unit offers sunny aspects with a spacious layout and clean inclusions. Situated just a few steps to T-Way bus stop & Parramatta High School, within a short stroll to railway station, bus interchange hub, soon-to-be-completed Light Rail, Westfield Shoppingtown, parks, trendy restaurants, cafes, vibrant city night life and new Bankwest Stadium. It features:

- Quietly set back from the street with private outlook
- Spacious living room
- Well proportioned bedrooms
- Separate eat-in kitchen with plenty of storage cupboard space
- Neat bathroom with bathtub
- Undercover balcony
- Floating floorboards
- Internal laundry
- Lock-up garage plus extra storage area
- Landscaped communal gardens & sparkling in-ground swimming pool
- Entrance to unit for open homes: Rear access via Pitt Lane
- Visitor parking available at the corner of Steele Street


""Ray White Parramatta Group - Parramatta|Oatlands|Northmead|Greystanes, its directors, employees and related entities believe that the information contained herein is gathered from sources we deem to be reliable. However, no representation or warranties of any nature whatsoever are given, intended or implied. Any interested parties should rely on their own inquiries.""","Ray White Parramatta
02 9891 ...
Adriano Tassone
04144334...","Ray White - Parramatta|Oatlands|Northmead|Greystanes
Ground Floor, 31-39 Macquarie Street, PARRAMATTA, NSW 2150",https://www.realestate.com.au/property-unit-nsw-parramatta-436193668,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f412df00325a314b4f492199e8dceb2216968b8b64c94c797c7ab5f2ecc46a16/image.jpg"
